Rank,Company,Ticker,Sector,Industry,Profitable,Founder_is_CEO,FemaleCEO,Growth_in_Jobs,Change_in_Rank,Gained_in_Rank,Dropped_in_Rank,Newcomer_to_the_Fortune500,Global500,Best_Companies,Number_of_employees,MarketCap_March31_M,Revenues_M,RevenuePercentChange,Profits_M,ProfitsPercentChange,Assets_M,CEO,Country,HeadquartersCity,HeadquartersState,Website,CompanyType,Footnote,MarketCap_Updated_M,Updated,Costs_M
746.0,Oscar Health,OSCR,Health Care,Health Care: Insurance and Managed Care,no,no,no,yes,,,,,no,no,2714.0,1415.0,3964.0,115.6,,,4527.0,Mark T. Bertolini,U.S.,New York,NY,www.hioscar.com,Public,"Market value as of March 31, 2023.",1415.0,2023-06-05,
747.0,Cboe Global Markets,CBOE,Financials,Securities,yes,no,no,yes,6.0,yes,no,,no,no,1543.0,14166.0,3959.0,13.3,235.0,-55.6,6999.0,Edward T. Tilly,U.S.,Chicago,IL,www.cboe.com,Public,"Market value as of March 31, 2023.",14166.0,2023-06-05,
748.0,Offerpad Solutions,OPAD,Financials,Real estate,no,yes,no,no,,,,,no,no,900.0,130.0,3952.0,90.9,,-2400.5,825.0,Brian Bair,U.S.,Chandler,AZ,www.offerpad.com,Public,"Market value as of March 31, 2023.",130.0,2023-06-05,
749.0,MillerKnoll,MLKN,Household Products,"Home Equipment, Furnishings",no,no,yes,yes,178.0,yes,no,,no,no,11300.0,1546.0,3946.0,60.1,-27.0,-115.7,4514.0,Andrea R. Owen,U.S.,Zeeland,MI,www.millerknoll.com,Public,"Figures are for fiscal year ended May 31, 2022. Market value as of March 31, 2023.",1546.0,2023-06-05,3973.0
750.0,Option Care Health,OPCH,Health Care,Health Care: Pharmacy and Other Services,yes,no,no,yes,13.0,yes,no,,no,no,6828.0,5702.0,3945.0,14.7,151.0,7.6,3113.0,John C. Rademacher,U.S.,Bannockburn,IL,www.optioncarehealth.com,Public,"Market value as of March 31, 2023.",5702.0,2023-06-05,
751.0,Brown-Forman,BFB,"Food, Beverages & Tobacco",Beverages,yes,no,no,yes,8.0,yes,no,,no,no,5200.0,30957.0,3933.0,13.6,838.0,-7.2,6373.0,Lawson E. Whiting,U.S.,Louisville,KY,www.brown-forman.com,Public,"Excise taxes have been deducted. Figures are for fiscal year ended April 30, 2022. Market value as of March 31, 2023.",30957.0,2023-06-05,
,Murphy Oil,MUR,Energy,"Mining, Crude-Oil Production",yes,no,no,no,206.0,yes,no,,no,no,691.0,5773.0,3933.0,71.0,965.0,,10309.0,Roger W. Jenkins,U.S.,Houston,TX,www.murphyoilcorp.com,Public,"Market value as of March 31, 2023.",5773.0,2023-06-05,2968.0
753.0,Valvoline,VVV,Chemicals,Chemicals,yes,no,no,no,84.0,yes,no,,no,no,8900.0,6007.0,3931.0,31.9,424.0,1.0,3417.0,Samuel J. Mitchell Jr.,U.S.,Lexington,KY,www.valvoline.com,Public,"Includes revenues from discontinued operations. Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",6007.0,2023-06-05,
754.0,Sinclair,SBGI,Media,Entertainment,yes,no,no,no,-237.0,no,yes,,no,no,7900.0,1194.0,3928.0,-36.0,2652.0,,6704.0,Christopher S. Ripley,U.S.,Hunt Valley,MD,www.sbgi.net,Public,"Reorganized as a holding company, June 1, 2023. Sinclair Broadcasting is now a subsidiary of the company. Market value as of March 31, 2023.",1194.0,2023-06-05,
755.0,Graham Holdings,GHC,Business Services,Miscellaneous,yes,no,no,yes,49.0,yes,no,,no,no,16485.0,2850.0,3925.0,23.2,67.0,-80.9,6582.0,Timothy J. O?Shaughnessy,U.S.,Arlington,VA,www.ghco.com,Public,"Market value as of March 31, 2023.",2850.0,2023-06-05,
756.0,Scotts Miracle-Gro,SMG,Chemicals,Chemicals,no,no,no,no,-140.0,no,yes,,no,no,7360.0,3902.0,,-20.3,-438.0,-185.4,4297.0,James S. Hagedorn,U.S.,Marysville,OH,www.scotts.com,Public,"Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",3902.0,2023-06-05,
757.0,Dentsply Sirona,XRAY,Health Care,Medical Products and Equipment,no,no,no,no,-89.0,no,yes,,no,no,15000.0,8459.0,3922.0,-7.3,-950.0,-331.1,7643.0,Simon D. Campion,U.S.,Charlotte,NC,www.dentsplysirona.com,Public,"Market value as of March 31, 2023.",8459.0,2023-06-05,
758.0,Mettler-Toledo International,MTD,Technology,"Scientific, Photographic and Control Equipment",yes,no,no,yes,-34.0,no,yes,,no,no,17200.0,33772.0,3920.0,5.4,873.0,13.5,3492.0,Patrick Kaltenbach,U.S.,Columbus,OH,www.mt.com,Public,"Market value as of March 31, 2023.",33772.0,2023-06-05,
759.0,Atkore,ATKR,Industrials,"Electronics, Electrical Equip.",yes,no,no,yes,88.0,yes,no,,no,no,4500.0,5550.0,3914.0,33.7,913.0,55.4,2599.0,William E. Waltz,U.S.,Harvey,IL,www.atkore.com,Public,"Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",5550.0,2023-06-05,3001.0
760.0,Country Financial,,Financials,Insurance: Property and Casualty (Mutual),yes,no,no,no,-70.0,no,yes,,no,no,3135.0,,3913.0,-2.6,222.0,-47.1,16570.0,Jim Jacobs,U.S.,Bloomington,IL,www.countryfinancial.com,Private,"Market value as of March 31, 2021.",,2023-06-05,
761.0,iHeartMedia,IHRT,Media,Entertainment,no,no,no,yes,-19.0,no,yes,,no,no,10175.0,579.0,3912.0,9.9,-265.0,,8336.0,Robert W. Pittman,U.S.,San Antonio,TX,www.iheartmedia.com,Public,"Market value as of March 31, 2023.",579.0,2023-06-05,
762.0,AMC Entertainment Holdings,AMC,Media,Entertainment,no,no,no,yes,158.0,yes,no,,no,no,18241.0,2601.0,3911.0,54.7,-974.0,,9136.0,Adam M. Aron,U.S.,Leawood,KS,www.amctheatres.com,Public,"Market value as of March 31, 2023.",2601.0,2023-06-05,
763.0,Conduent,CNDT,Business Services,Diversified Outsourcing Services,no,no,no,yes,-85.0,no,yes,,no,no,62000.0,749.0,3858.0,-6.8,-182.0,,3571.0,Clifford A. Skelton,U.S.,Florham Park,NJ,www.conduent.com,Public,"Market value as of March 31, 2023.",749.0,2023-06-05,4040.0
764.0,Navient,NAVI,Financials,Diversified Financials,yes,no,no,no,-3.0,no,yes,,no,no,4000.0,2062.0,3839.0,11.1,,-10.0,70795.0,David L. Yowan,U.S.,Wilmington,DE,www.navient.com,Public,"Market value as of March 31, 2023.",2062.0,2023-06-05,
765.0,ATI,ATI,Materials,Metals,yes,no,no,yes,110.0,yes,no,,no,no,6700.0,5072.0,3836.0,37.0,,,4446.0,Robert S. Wetherbee,U.S.,Dallas,TX,www.atimaterials.com,Public,"Changed name from Allegheny Technologies, June 22, 2022. Market value as of March 31, 2023.",5072.0,2023-06-05,
766.0,Hilton Grand Vacations,HGV,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",yes,no,no,yes,185.0,yes,no,,no,no,14500.0,4994.0,3835.0,64.2,352.0,100.0,8004.0,Mark D. Wang,U.S.,Orlando,FL,www.hgv.com,Public,"Market value as of March 31, 2023.",4994.0,2023-06-05,
767.0,Twilio,TWLO,Technology,Internet Services and Retailing,no,yes,no,yes,98.0,yes,no,,no,no,8156.0,12478.0,3826.0,34.6,-1256.0,,12564.0,Jeff Lawson,U.S.,San Francisco,CA,www.twilio.com,Public,"Market value as of March 31, 2023.",12478.0,2023-06-05,
768.0,Sally Beauty Holdings,SBH,Retailing,Specialty Retailers: Other,yes,no,yes,no,-61.0,no,yes,,no,no,21000.0,1672.0,3816.0,-1.5,184.0,-23.5,2577.0,Denise A. Paulonis,U.S.,Denton,TX,www.sallybeautyholdings.com,Public,"Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",1672.0,2023-06-05,
769.0,Plexus,PLXS,Technology,Semiconductors and Other Electronic Components,yes,no,no,yes,3.0,yes,no,,no,no,25000.0,2703.0,3811.0,13.1,138.0,-0.5,3393.0,Todd P. Kelsey,U.S.,Neenah,WI,www.plexus.com,Public,"Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",2703.0,2023-06-05,3673.0
770.0,Applied Industrial Technologies,AIT,Wholesalers,Wholesalers: Diversified,yes,no,no,yes,22.0,yes,no,,no,no,6100.0,5486.0,3811.0,17.8,257.0,77.8,2453.0,Neil A. Schrimsher,U.S.,Cleveland,OH,www.applied.com,Public,"Figures are for fiscal year ended June 30, 2022. Market value as of March 31, 2023.",5486.0,2023-06-05,
,Dycom Industries,DY,Engineering & Construction,Engineering & Construction,yes,no,no,yes,41.0,yes,no,,no,no,15410.0,2749.0,3809.0,21.7,142.0,192.8,2313.0,Steven E. Nielsen,U.S.,Palm Beach Gardens,FL,www.dycomind.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",2749.0,2023-06-05,
772.0,ChampionX,CHX,Energy,"Oil and Gas Equipment, Services",yes,no,no,yes,47.0,yes,no,,no,no,7300.0,5371.0,3806.0,23.8,155.0,36.8,3388.0,Sivasankaran Somasundaram,U.S.,The Woodlands,TX,www.championx.com,Public,"Market value as of March 31, 2023.",5371.0,2023-06-05,
773.0,Brinker International,EAT,"Hotels, Restaurants & Leisure",Food Services,yes,no,no,yes,6.0,yes,no,,no,no,62025.0,1674.0,3804.0,14.0,118.0,-10.6,2484.0,Kevin D. Hochman,U.S.,Dallas,TX,www.brinker.com,Public,"Figures are for fiscal year ended June 30, 2022. Market value as of March 31, 2023.",1674.0,2023-06-05,
774.0,American Water Works,AWK,Energy,Utilities: Gas and Electric,yes,no,yes,yes,-72.0,no,yes,,no,no,6500.0,28513.0,3792.0,-3.5,820.0,-35.1,27787.0,M. Susan Hardwick,U.S.,Camden,NJ,www.amwater.com,Public,"Market value as of March 31, 2023.",28513.0,2023-06-05,
775.0,Civitas Resources,CIVI,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,,,,,no,no,353.0,5482.0,,307.4,1248.0,597.6,7971.0,M. Christopher Doyle,U.S.,Denver,CO,www.civitasresources.com,Public,"Market value as of March 31, 2023.",5482.0,2023-06-05,
776.0,Tutor Perini,TPC,Engineering & Construction,Engineering & Construction,no,no,no,yes,-138.0,no,yes,,no,no,8100.0,318.0,3791.0,-18.3,,-328.5,4543.0,Ronald N. Tutor,U.S.,Sylmar,CA,www.tutorperini.com,Public,"Market value as of March 31, 2023.",318.0,2023-06-05,
777.0,Lincoln Electric Holdings,LECO,Industrials,Industrial Machinery,yes,no,no,yes,16.0,yes,no,,no,no,12000.0,9740.0,3761.0,16.3,472.0,70.8,3181.0,Christopher L. Mapes,U.S.,Cleveland,OH,www.lincolnelectric.com,Public,"Market value as of March 31, 2023.",9740.0,2023-06-05,
778.0,Wynn Resorts,WYNN,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",no,no,no,yes,-59.0,no,yes,,no,no,27000.0,12722.0,3757.0,-0.2,-424.0,,13415.0,Craig S. Billings,U.S.,Las Vegas,NV,www.wynnresorts.com,Public,"Market value as of March 31, 2023.",12722.0,2023-06-05,
779.0,Visteon,VC,Motor Vehicles & Parts,Motor Vehicles & Parts,yes,no,no,no,105.0,yes,no,,no,no,10000.0,4421.0,3756.0,35.4,124.0,202.4,2450.0,Sachin S. Lawande,U.S.,Van Buren Township,MI,www.visteon.com,Public,"Market value as of March 31, 2023.",4421.0,2023-06-05,
780.0,A.O. Smith,AOS,-,"Electronics, Electrical Equip.",yes,no,no,no,-34.0,no,yes,,no,no,12000.0,10436.0,3754.0,6.1,236.0,-51.6,3332.0,Kevin J. Wheeler,U.S.,Milwaukee,WI,www.aosmith.com,Public,"Market value as of March 31, 2023.",10436.0,2023-06-05,
781.0,H.B. Fuller,FUL,Chemicals,Chemicals,yes,no,yes,yes,6.0,yes,no,,no,no,7000.0,3685.0,3749.0,14.4,180.0,11.7,4464.0,Celeste B. Mastin,U.S.,St. Paul,MN,www.hbfuller.com,Public,"Figures are for fiscal year ended Nov. 30, 2022. Market value as of March 31, 2023.",3685.0,2023-06-05,
782.0,TransUnion,TRU,Business Services,Financial Data Services,yes,no,no,yes,27.0,yes,no,,no,no,12200.0,12003.0,3747.0,19.1,270.0,-80.6,11666.0,Christopher A. Cartwright,U.S.,Chicago,IL,www.transunion.com,Public,"Includes revenues from discontinued operations. Market value as of March 31, 2023.",12003.0,2023-06-05,
783.0,Ares Management,ARES,Financials,Securities,yes,yes,no,yes,-156.0,no,yes,,no,no,2550.0,24760.0,3743.0,-21.5,168.0,-59.0,22003.0,Michael J. Arougheti,U.S.,Los Angeles,CA,www.aresmgmt.com,Public,"Market value as of March 31, 2023.",24760.0,2023-06-05,3575.0
784.0,Hawaiian Electric Industries,HE,Energy,Utilities: Gas and Electric,yes,no,no,yes,79.0,yes,no,,no,no,3698.0,4208.0,3742.0,31.3,241.0,-2.0,16284.0,Scott W.H. Seu,U.S.,Honolulu,HI,www.hei.com,Public,"Market value as of March 31, 2023.",4208.0,2023-06-05,
785.0,Comerica,CMA,Financials,Commercial Banks,yes,no,no,yes,40.0,yes,no,,no,no,7488.0,5710.0,3740.0,23.7,1151.0,-1.5,85406.0,Curtis C. Farmer,U.S.,Dallas,TX,www.comerica.com,Public,"Market value as of March 31, 2023.",5710.0,2023-06-05,
786.0,Align Technology,ALGN,Health Care,Medical Products and Equipment,yes,no,no,yes,-87.0,no,yes,,no,no,23165.0,25641.0,3735.0,-5.5,362.0,-53.2,5948.0,Joseph M. Hogan,U.S.,Tempe,AZ,www.aligntech.com,Public,"Market value as of March 31, 2023.",25641.0,2023-06-05,
787.0,Arch Resources,ARCH,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,193.0,yes,no,,no,no,3404.0,2463.0,3725.0,68.7,,294.3,2433.0,Paul A. Lang,U.S.,St. Louis,MO,www.archrsc.com,Public,"Market value as of March 31, 2023.",2463.0,2023-06-05,
788.0,Signature Bank,SBNY,Financials,Commercial Banks,yes,no,no,yes,168.0,yes,no,,no,no,2243.0,12.0,3711.0,60.6,1337.0,45.6,110364.0,Joseph J. DePaolo,U.S.,New York,NY,www.signatureny.com,Public,"Federal Deposit Insurance Corporation was appointed as receiver of the company, March 12, 2023. Flagstar Bank, subsidiary of New York Community Bancorp acquired loans, deposits, and all branches, which now operated under the Flagstar name, March 20, 2023. Market value as of March 31, 2023.",12.0,2023-06-05,
789.0,Abercrombie & Fitch,ANF,Retailing,Specialty Retailers: Apparel,yes,no,yes,no,-64.0,no,yes,,no,no,18400.0,1366.0,3698.0,-0.4,3.0,-98.9,2713.0,Fran Horowitz,U.S.,New Albany,OH,www.abercrombie.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",1366.0,2023-06-05,3695.0
790.0,MSC Industrial Direct,MSM,Wholesalers,Wholesalers: Diversified,yes,no,no,yes,,,,,no,no,6880.0,4702.0,,13.8,340.0,56.7,2729.0,Erik Gershwind,U.S.,Melville,NY,www.mscdirect.com,Public,"Figures are for fiscal year ended Aug. 31, 2022. Market value as of March 31, 2023.",4702.0,2023-06-05,
791.0,Trimble,TRMB,Technology,"Electronics, Electrical Equip.",yes,no,no,no,-57.0,no,yes,,no,no,11825.0,12945.0,3676.0,0.5,450.0,-8.7,7269.0,Robert G. Painter,U.S.,Westminster,CO,www.trimble.com,Public,"Market value as of March 31, 2023.",12945.0,2023-06-05,
792.0,Gray Television,GTN,Media,Entertainment,yes,no,no,yes,143.0,yes,no,,no,no,9168.0,809.0,3676.0,52.3,455.0,405.6,11152.0,Patrick D. LaPlatney/Hilton H. Howell Jr.,U.S.,Atlanta,GA,www.gray.tv,Public,"Market value as of March 31, 2023.",809.0,2023-06-05,
793.0,Green Plains,GPRE,Energy,Energy,no,no,no,yes,77.0,yes,no,,no,no,902.0,1844.0,3663.0,29.6,-127.0,,2123.0,Todd A. Becker,U.S.,Omaha,NE,www.gpreinc.com,Public,"Market value as of March 31, 2023.",1844.0,2023-06-05,
794.0,Chord Energy,CHRD,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,,,,,no,no,531.0,5604.0,3657.0,114.6,1856.0,480.8,6631.0,Daniel E. Brown,U.S.,Houston,TX,www.chordenergy.com,Public,"Includes revenues from discontinued operations. Acquired Whiting Petroleum and changed name from Oasis Petroleum, July 1, 2022. Market value as of March 31, 2023.",5604.0,2023-06-05,
795.0,Splunk,SPLK,Technology,Computer Software,no,no,no,yes,105.0,yes,no,,no,no,8000.0,15868.0,3654.0,36.7,-278.0,,6344.0,Gary Steele,U.S.,San Francisco,CA,www.splunk.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",15868.0,2023-06-05,3932.0
796.0,Mercury General,MCY,-,Insurance: Property and Casualty (Stock),no,no,no,no,-103.0,no,yes,,no,no,4300.0,1758.0,3643.0,-8.8,-513.0,-306.8,6514.0,Gabriel Tirador,U.S.,Los Angeles,CA,www.mercuryinsurance.com,Public,"Market value as of March 31, 2023.",1758.0,2023-06-05,
797.0,Ciena,CIEN,Technology,Network and Other Communications Equipment,yes,no,no,yes,-59.0,no,yes,,no,no,7998.0,7834.0,3633.0,0.3,153.0,-69.4,5070.0,Gary B. Smith,U.S.,Hanover,MD,www.ciena.com,Public,"Figures are for fiscal year ended Oct. 31, 2022. Market value as of March 31, 2023.",7834.0,2023-06-05,
798.0,Comstock Resources,CRK,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,,,,,no,no,244.0,2994.0,,96.0,1141.0,,5694.0,M. Jay Allison,U.S.,Frisco,TX,www.comstockresources.com,Public,"Market value as of March 31, 2023.",2994.0,2023-06-05,
799.0,Akamai Technologies,AKAM,Technology,Internet Services and Retailing,yes,yes,no,yes,-41.0,no,yes,,no,no,9811.0,12239.0,3617.0,4.5,524.0,-19.6,8303.0,F. Thomson Leighton,U.S.,Cambridge,MA,www.akamai.com,Public,"Market value as of March 31, 2023.",12239.0,2023-06-05,
800.0,Flowserve,FLS,Industrials,Industrial Machinery,yes,no,no,no,-56.0,no,yes,,no,no,16000.0,4458.0,3615.0,2.1,189.0,49.8,4791.0,R. Scott Rowe,U.S.,Irving,TX,www.flowserve.com,Public,"Market value as of March 31, 2023.",4458.0,2023-06-05,
801.0,Garrett Motion,GTX,Motor Vehicles & Parts,Motor Vehicles & Parts,yes,no,no,yes,-65.0,no,yes,,no,no,8300.0,497.0,3603.0,-0.8,390.0,,2637.0,Olivier Rabiller,U.S.,Plymouth,MI,www.garrettmotion.com,Public,"Incorporated in the U.S. and headquartered in Switzerland. Its North American headquarters are in Plymouth, Mich. Net income and earnings per share percent change not available due to emergence from bankruptcy, April 30, 2021. Market value as of March 31, 2023.",497.0,2023-06-05,
802.0,RH,RH,Retailing,Specialty Retailers: Other,yes,no,no,no,-82.0,no,yes,,no,no,5820.0,5369.0,3591.0,-4.5,529.0,-23.2,5309.0,Gary G. Friedman,U.S.,Corte Madera,CA,www.rh.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",5369.0,2023-06-05,3062.0
803.0,Peloton Interactive,PTON,"Hotels, Restaurants & Leisure","Toys, Sporting Goods",no,no,no,no,-114.0,no,yes,,no,no,6122.0,3924.0,3582.0,-10.9,-2828.0,,4029.0,Barry W. McCarthy,U.S.,New York,NY,www.onepeloton.com,Public,"Figures are for fiscal year ended June 30, 2022. Market value as of March 31, 2023.",3924.0,2023-06-05,
804.0,ResMed,RMD,Health Care,Medical Products and Equipment,yes,no,no,yes,-2.0,no,yes,,no,no,8160.0,32172.0,,11.9,779.0,64.3,5096.0,Michael J. Farrell,U.S.,San Diego,CA,www.resmed.com,Public,"Figures are for fiscal year ended June 30, 2022. Market value as of March 31, 2023.",32172.0,2023-06-05,2799.0
,Grocery Outlet Holding,GO,Food & Drug Stores,Food and Drug Stores,yes,no,no,yes,11.0,yes,no,,no,no,917.0,2761.0,3578.0,16.2,65.0,4.4,2772.0,Robert J. Sheedy Jr.,U.S.,Emeryville,CA,www.groceryoutlet.com,Public,"Market value as of March 31, 2023.",2761.0,2023-06-05,
806.0,CNO Financial Group,CNO,Financials,"Insurance: Life, Health (stock)",yes,no,no,yes,-124.0,no,yes,,no,no,3400.0,2548.0,3577.0,-13.2,397.0,-10.0,33339.0,Gary C. Bhojwani,U.S.,Carmel,IN,www.cnoinc.com,Public,"Market value as of March 31, 2023.",2548.0,2023-06-05,3180.0
807.0,Brown & Brown,BRO,Financials,Insurance: Property and Casualty (Stock),yes,no,no,yes,15.0,yes,no,,no,no,15201.0,16290.0,3573.0,17.1,672.0,14.4,13974.0,J. Powell Brown,U.S.,Daytona Beach,FL,www.bbinsurance.com,Public,"Market value as of March 31, 2023.",16290.0,2023-06-05,
808.0,Travel + Leisure,TNL,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",yes,no,no,yes,2.0,yes,no,,no,no,18200.0,3040.0,,13.8,357.0,15.9,6757.0,Michael D. Brown,U.S.,Orlando,FL,www.travelandleisureco.com,Public,"Market value as of March 31, 2023.",3040.0,2023-06-05,
809.0,Cadence Design Systems,CDNS,Technology,Computer Software,yes,no,no,yes,25.0,yes,no,,no,yes,10228.0,57398.0,3562.0,19.2,849.0,22.0,5137.0,Anirudh Devgan,U.S.,San Jose,CA,www.cadence.com,Public,"Market value as of March 31, 2023.",57398.0,2023-06-05,
810.0,Selective Insurance Group,SIGI,Financials,Insurance: Property and Casualty (Stock),yes,no,no,yes,-41.0,no,yes,,no,no,2520.0,5767.0,3558.0,5.3,,-44.3,10802.0,John J. Marchioni,U.S.,Branchville,NJ,www.selective.com,Public,"Market value as of March 31, 2023.",5767.0,2023-06-05,
811.0,Boyd Gaming,BYD,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",yes,no,no,yes,-40.0,no,yes,,no,no,15771.0,6533.0,3555.0,5.5,639.0,37.8,6311.0,Keith E. Smith,U.S.,Las Vegas,NV,www.boydgaming.com,Public,"Market value as of March 31, 2023.",6533.0,2023-06-05,
812.0,Crocs,CROX,Apparel,Apparel,yes,no,no,yes,142.0,yes,no,,no,no,6680.0,7808.0,3555.0,53.7,,-25.6,4502.0,Andrew Rees,U.S.,Broomfield,CO,www.crocs.com,Public,"Market value as of March 31, 2023.",7808.0,2023-06-05,
813.0,Hyster-Yale Materials Handling,HY,Industrials,Industrial Machinery,no,no,no,yes,5.0,yes,no,,no,no,8200.0,856.0,3548.0,15.4,-74.0,,2026.0,Rajiv K. Prasad,U.S.,Cleveland,OH,www.hyster-yale.com,Public,"Market value as of March 31, 2023.",856.0,2023-06-05,
814.0,MKS Instruments,MKSI,Technology,Semiconductors and Other Electronic Components,yes,no,no,yes,29.0,yes,no,,no,no,10675.0,5908.0,,20.3,333.0,-39.6,11495.0,John T.C. Lee,U.S.,Andover,MA,www.mks.com,Public,"Market value as of March 31, 2023.",5908.0,2023-06-05,
815.0,Pitney Bowes,PBI,Technology,"Computers, Office Equipment",yes,no,no,no,-86.0,no,yes,,no,no,11000.0,682.0,,-3.7,37.0,,4741.0,Marc B. Lautenbach,U.S.,Stamford,CT,www.pitneybowes.com,Public,"Market value as of March 31, 2023.",682.0,2023-06-05,
816.0,PDC Energy,PDCE,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,,,,,no,no,616.0,5673.0,3534.0,109.0,1778.0,240.4,7983.0,Barton R. Brookman,U.S.,Denver,CO,www.pdce.com,Public,"Excise taxes have been deducted. Market value as of March 31, 2023.",5673.0,2023-06-05,
817.0,ScanSource,SCSC,-,Wholesalers: Electronics and Office Equipment,yes,yes,no,yes,-44.0,no,yes,,no,no,2700.0,772.0,3530.0,4.9,89.0,722.6,1937.0,Michael L. Baur,U.S.,Greenville,SC,www.scansource.com,Public,"Figures are for fiscal year ended June 30, 2022. Market value as of March 31, 2023.",772.0,2023-06-05,
818.0,Take-Two Interactive Software,TTWO,Media,Entertainment,yes,no,no,yes,-48.0,no,yes,,no,no,7799.0,20123.0,3505.0,3.9,418.0,-29.0,6546.0,Strauss H. Zelnick,U.S.,New York,NY,www.take2games.com,Public,"Acquired Zynga (2021 rank: 874), May 23, 2022. Figures are for fiscal year ended March 31, 2022. Market value as of March 31, 2023.",20123.0,2023-06-05,
819.0,Tetra Tech,TTEK,Engineering & Construction,Engineering & Construction,yes,no,no,no,-20.0,no,yes,,no,no,21000.0,7820.0,3504.0,9.0,,13.0,2623.0,Dan L. Batrack,U.S.,Pasadena,CA,www.tetratech.com,Public,"Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",7820.0,2023-06-05,
820.0,Copart,CPRT,Retailing,"Automotive Retailing, Services",yes,no,no,yes,78.0,yes,no,,no,no,9500.0,35845.0,3501.0,30.0,1090.0,16.4,5309.0,A. Jayson Adair/Jeffrey Liaw,U.S.,Dallas,TX,www.copart.com,Public,"Figures are for fiscal year ended July 31, 2022. Market value as of March 31, 2023.",35845.0,2023-06-05,
821.0,First Horizon,FHN,Financials,Commercial Banks,yes,no,no,no,-27.0,no,yes,,no,no,7397.0,9554.0,3498.0,8.2,900.0,-9.9,78953.0,D. Bryan Jordan,U.S.,Memphis,TN,www.firsthorizon.com,Public,"Market value as of March 31, 2023.",9554.0,2023-06-05,
822.0,Vishay Intertechnology,VSH,Technology,Semiconductors and Other Electronic Components,yes,no,no,yes,-31.0,no,yes,,no,no,23900.0,3169.0,3497.0,7.9,429.0,43.9,3866.0,Joel Smejkal,U.S.,Malvern,PA,www.vishay.com,Public,"Market value as of March 31, 2023.",3169.0,2023-06-05,
823.0,Medical Mutual of Ohio,,Financials,"Insurance: Life, Health (Mutual)",yes,no,no,yes,-75.0,no,yes,,no,no,2945.0,,,-0.6,32.0,-58.7,2587.0,Steven C. Glass,U.S.,Cleveland,OH,www.medmutual.com,Private,"Market value as of March 31, 2021.",,2023-06-05,
824.0,Schnitzer Steel Industries,SCHN,Materials,Metals,yes,no,yes,yes,66.0,yes,no,,no,no,3471.0,851.0,,26.4,,2.2,1827.0,Tamara L. Lundgren,U.S.,Portland,OR,www.schnitzersteel.com,Public,"Figures are for fiscal year ended Aug. 31, 2022. Market value as of March 31, 2023.",851.0,2023-06-05,
825.0,Change Healthcare,,Health Care,Health Care: Pharmacy and Other Services,no,no,no,no,-10.0,no,yes,,no,no,14000.0,,3481.0,12.6,-57.0,,9933.0,Neil E. de Crescenzo,U.S.,Nashville,TN,www.changehealthcare.com,Private,"Acquired by UnitedHealth Group (2022 rank: 5), Oct. 3, 2022. Figures are for fiscal year ended March 31, 2022.",6799.0,2023-06-05,3538.0
826.0,Clover Health Investments,CLOV,Health Care,Health Care: Insurance and Managed Care,no,yes,no,no,,,,,no,no,656.0,405.0,3477.0,136.2,-339.0,,809.0,Andrew Toy,U.S.,Franklin,TN,www.cloverhealth.com,Public,"Market value as of March 31, 2023.",405.0,2023-06-05,
827.0,Columbia Sportswear,COLM,Apparel,Apparel,yes,no,no,yes,-14.0,no,yes,,no,no,9450.0,5611.0,3464.0,10.8,311.0,-12.0,3052.0,Timothy P. Boyle,U.S.,Portland,OR,www.columbia.com,Public,"Market value as of March 31, 2023.",5611.0,2023-06-05,
828.0,H&R Block,HRB,Financials,Diversified Financials,yes,no,no,no,-87.0,no,yes,,no,no,36850.0,5368.0,3463.0,-3.5,554.0,-19.0,3269.0,Jeffrey J. Jones II,U.S.,Kansas City,MO,www.hrblock.com,Public,"Figures are for fiscal year ended June 30, 2022. Market value as of March 31, 2023.",5368.0,2023-06-05,
829.0,Diebold Nixdorf,DBD,Technology,"Computers, Office Equipment",no,no,no,no,-125.0,no,yes,,no,no,21000.0,96.0,,-11.4,,,3065.0,Octavio Marquez,U.S.,Hudson,OH,www.dieboldnixdorf.com,Public,"Market value as of March 31, 2023.",96.0,2023-06-05,4042.0
